symbol,organ_name,en_organ_name,exchange,type
CACB2604,,CW ACB/LPBS/Call/EU/Cash/12M/02,HOSE,cw
CTPB2506,,CW TPB.02.PHS.C.EU.Cash,HOSE,cw
CHPG2611,,CW HPG.KIS.M.CA.T.53,HOSE,cw
CMWG2603,,CW MWG/TCBS/C/EU/12M/CASH/02,HOSE,cw
CVRE2511,,CW VRE-HSC-MET19,HOSE,cw
CSTB2532,,CW STB.VND.M.CA.T.2025.2,HOSE,cw
CSTB2538,,CW STB/VIETCAP/M/Au/T/A7,HOSE,cw
CMSN2608,,CW MSN.KIS.M.CA.T.42,HOSE,cw
CMWG2510,,CW MWG-HSC-MET20,HOSE,cw
CTPB2601,,CW TPB/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CMBB2511,,CW MBB/ACBS/Call/EU/Cash/12M/70,HOSE,cw
CTPB2603,,CW TPB.6M.SSV.C.EU.Cash.25.02,HOSE,cw
CHPG2529,,CW HPG.04.PHS.C.EU.Cash,HOSE,cw
CVNM2520,,CW VNM.06.PHS.C.EU.Cash,HOSE,cw
CMWG2608,,CW MWG/6M/SSI/C/EU/Cash-21,HOSE,cw
CTPB2604,,CW TPB.KIS.M.CA.T.14,HOSE,cw
CLPB2601,,CW LPB/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CVPB2603,,CW VPB/TCBS/C/EU/12M/CASH/02,HOSE,cw
CVNM2515,,CW VNM/12M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2541,,CW HPG/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CFPT2607,,CW FPT/6M/SSI/C/EU/Cash-21,HOSE,cw
CSTB2535,,CW STB/PINETREE/C/EU/7M/CASH/25-01,HOSE,cw
CDGC2601,,CW DGC.KIS.M.CA.T.01,HOSE,cw
CVRE2602,,CW VRE.KIS.M.CA.T.46,HOSE,cw
CMBB2609,,CW MBB-HSC-MET20,HOSE,cw
CVIB2601,,CW VIB/LPBS/Call/EU/Cash/12M/10,HOSE,cw
CSSB2508,,CW SSB.KIS.M.CA.T.09,HOSE,cw
CMSN2607,,CW MSN.KIS.M.CA.T.41,HOSE,cw
CSTB2514,,CW STB-HSC-MET15,HOSE,cw
CTCB2602,,CW TCB/LPBS/Call/EU/Cash/6M/07,HOSE,cw
CTCB2524,,CW TCB/VIETCAP/M/Au/T/A7,HOSE,cw
CSTB2525,,CW STB.06.PHS.C.EU.Cash,HOSE,cw
CTCB2521,,CW TCB.VND.M.CA.T.2025.3,HOSE,cw
CMWG2528,,CW MWG/VIETCAP/M/Au/T/A10,HOSE,cw
CFPT2603,,CW FPT/TCBS/C/EU/12M/CASH/02,HOSE,cw
CFPT2520,,CW FPT.02.PHS.C.EU.Cash,HOSE,cw
CVIB2512,,CW VIB.VND.M.CA.T.2025.1,HOSE,cw
CSTB2603,,CW STB/TCBS/C/EU/12M/CASH/02,HOSE,cw
CSTB2602,,CW STB/TCBS/C/EU/9M/CASH/02,HOSE,cw
CLPB2510,,CW LPB/VIETCAP/M/Au/T/A1,HOSE,cw
CHPG2610,,CW HPG.12M.SSV.C.EU.Cash.25.02,HOSE,cw
CVNM2603,,CW VNM-HSC-MET13,HOSE,cw
CVPB2605,,CW VPB/6M/SSI/C/EU/Cash-21,HOSE,cw
CLPB2509,,CW LPB.KIS.M.CA.T.06,HOSE,cw
CVRE2516,,CW VRE/12M/SSI/C/EU/Cash-20,HOSE,cw
CMWG2602,,CW MWG/TCBS/C/EU/9M/CASH/02,HOSE,cw
CVRE2512,,CW VRE/ACBS/Call/EU/Cash/12M/80,HOSE,cw
CMBB2517,,CW MBB/15M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2608,,CW HPG/6M/SSI/C/EU/Cash-21,HOSE,cw
CVPB2524,,CW VPB.KIS.M.CA.T.22,HOSE,cw
CHPG2525,,CW HPG/15M/SSI/C/EU/Cash-20,HOSE,cw
CMWG2601,,CW MWG/TCBS/C/EU/6M/CASH/02,HOSE,cw
CMWG2516,,CW MWG.02.PHS.C.EU.Cash,HOSE,cw
CMSN2519,,CW MSN/MBS/C/EU/CASH/9M/25-01,HOSE,cw
CVHM2511,,CW VHM-HSC-MET17,HOSE,cw
CVIB2508,,CW VIB/12M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2518,,CW HPG/ACBS/Call/EU/Cash/12M/69,HOSE,cw
CVNM2523,,CW VNM.VND.M.CA.T.2025.2,HOSE,cw
CMSN2523,,CW MSN/VIETCAP/M/Au/T/A8,HOSE,cw
CMWG2526,,CW MWG/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CHPG2538,,CW HPG.VND.M.CA.T.2025.2,HOSE,cw
CMSN2522,,CW MSN.VND.M.CA.T.2025.2,HOSE,cw
CMWG2607,,CW MWG/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CSHB2510,,CW SHB.KIS.M.CA.T.16,HOSE,cw
CVRE2522,,CW VRE/MBS/C/EU/CASH/9M/25-01,HOSE,cw
CHDB2509,,CW HDB.VND.M.CA.T.2025.3,HOSE,cw
CMWG2518,,CW MWG.06.PHS.C.EU.Cash,HOSE,cw
CVRE2525,,CW VRE/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CFPT2533,,CW FPT/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CACB2518,,CW ACB/VIETCAP/M/Au/T/A5,HOSE,cw
CMSN2601,,CW MSN/LPBS/Call/EU/Cash/12M/18,HOSE,cw
CMWG2604,,CW MWG/ACBS/Call/EU/Cash/10M/89,HOSE,cw
CVPB2530,,CW VPB/PINETREE/C/EU/7M/CASH/25-01,HOSE,cw
CSHB2604,,CW SHB.KIS.M.CA.T.20,HOSE,cw
CVHM2603,,CW VHM/TCBS/C/EU/12M/CASH/02,HOSE,cw
CVHM2604,,CW VHM/LPBS/Call/EU/Cash/12M/22,HOSE,cw
CFPT2604,,CW FPT/LPBS/Call/EU/Cash/12M/14,HOSE,cw
CTCB2507,,CW TCB/ACBS/Call/EU/Cash/12M/74,HOSE,cw
CMWG2609,,CW MWG/9M/SSI/C/EU/Cash-21,HOSE,cw
CTCB2522,,CW TCB/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CFPT2534,,CW FPT/VIETCAP/M/Au/T/A8,HOSE,cw
CTCB2601,,CW TCB/ACBS/Call/EU/Cash/10M/91,HOSE,cw
CSSB2509,,CW SSB.KIS.M.CA.T.10,HOSE,cw
CTPB2503,,CW TPB/ACBS/Call/EU/Cash/12M/75,HOSE,cw
CVHM2607,,CW VHM/9M/SSI/C/EU/Cash-21,HOSE,cw
CMWG2605,,CW MWG/LPBS/Call/EU/Cash/6M/19,HOSE,cw
CTCB2512,,CW TCB/12M/SSI/C/EU/Cash-20,HOSE,cw
CFPT2601,,CW FPT/TCBS/C/EU/6M/CASH/02,HOSE,cw
CACB2603,,CW ACB/TCBS/C/EU/12M/CASH/02,HOSE,cw
CVNM2522,,CW VNM.VND.M.CA.T.2025.1,HOSE,cw
CMSN2604,,CW MSN/6M/SSI/C/EU/Cash-21,HOSE,cw
CFPT2609,,CW FPT-HSC-MET19,HOSE,cw
CVNM2521,,CW VNM.KIS.M.CA.T.37,HOSE,cw
CVPB2513,,CW VPB/ACBS/Call/EU/Cash/12M/79,HOSE,cw
CVPB2516,,CW VPB/12M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2517,,CW HPG-HSC-MET17,HOSE,cw
CMSN2605,,CW MSN/9M/SSI/C/EU/Cash-21,HOSE,cw
CVIC2516,,CW VIC/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CFPT2513,,CW FPT/ACBS/Call/EU/Cash/12M/68,HOSE,cw
CVPB2522,,CW VPB.06.PHS.C.EU.Cash,HOSE,cw
CMBB2607,,CW MBB/9M/SSI/C/EU/Cash-21,HOSE,cw
CVPB2531,,CW VPB/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CVHM2520,,CW VHM.03.PHS.C.EU.Cash,HOSE,cw
CHPG2604,,CW HPG/ACBS/Call/EU/Cash/10M/87,HOSE,cw
CVHM2521,,CW VHM.KIS.M.CA.T.39,HOSE,cw
CVIC2515,,CW VIC/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CHPG2540,,CW HPG/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CHDB2601,,CW HDB/VPBANKS/C/EU/6M/CASH/25-02,HOSE,cw
CFPT2532,,CW FPT/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CVPB2526,,CW VPB/0225/C/EU/Cash/MSVN,HOSE,cw
CFPT2529,,CW FPT.VND.M.CA.T.2025.3,HOSE,cw
CHPG2603,,CW HPG/TCBS/C/EU/12M/CASH/02,HOSE,cw
CDGC2501,,CW DGC/VIETCAP/M/Au/T/A1,HOSE,cw
CMWG2610,,CW MWG-HSC-MET21,HOSE,cw
CMBB2516,,CW MBB/12M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2534,,CW HPG.KIS.M.CA.T.52,HOSE,cw
CVNM2602,,CW VNM/VPBANKS/C/EU/7M/CASH/25-02,HOSE,cw
CMSN2512,,CW MSN/ACBS/Call/EU/Cash/12M/71,HOSE,cw
CSTB2521,,CW STB/12M/SSI/C/EU/Cash-20,HOSE,cw
CFPT2521,,CW FPT.04.PHS.C.EU.Cash,HOSE,cw
CVRE2520,,CW VRE.06.PHS.C.EU.Cash,HOSE,cw
CACB2515,,CW ACB.VND.M.CA.T.2025.3,HOSE,cw
CMBB2601,,CW MBB/TCBS/C/EU/6M/CASH/02,HOSE,cw
CFPT2602,,CW FPT/TCBS/C/EU/9M/CASH/02,HOSE,cw
CVHM2608,,CW VHM.KIS.M.CA.T.41,HOSE,cw
CACB2606,,CW ACB-HSC-MET04,HOSE,cw
CMWG2525,,CW MWG.VND.M.CA.T.2025.3,HOSE,cw
CVRE2521,,CW VRE.07.PHS.C.EU.Cash,HOSE,cw
CTCB2606,,CW TCB-HSC-MET16,HOSE,cw
CHPG2605,,CW HPG/LPBS/Call/EU/Cash/12M/16,HOSE,cw
CTCB2520,,CW TCB.VND.M.CA.T.2025.2,HOSE,cw
CVHM2503,,CW VHM/BSC/C/15M/EU/Cash/2024-01,HOSE,cw
CVHM2523,,CW VHM/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CMBB2524,,CW MBB/VIETCAP/M/Au/T/A7,HOSE,cw
CVRE2518,,CW VRE.KIS.M.CA.T.41,HOSE,cw
CVNM2524,,CW VNM/VIETCAP/M/Au/T/A6,HOSE,cw
CVIC2601,,CW VIC.KIS.M.CA.T.42,HOSE,cw
CSTB2515,,CW STB/ACBS/Call/EU/Cash/12M/73,HOSE,cw
CMWG2511,,CW MWG/ACBS/Call/EU/Cash/12M/72,HOSE,cw
CHPG2536,,CW HPG/0225/C/EU/Cash/MSVN,HOSE,cw
CTCB2604,,CW TCB/6M/SSI/C/EU/Cash-21,HOSE,cw
CVRE2601,,CW VRE/VPBANKS/C/EU/6M/CASH/25-02,HOSE,cw
CMWG2527,,CW MWG/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CVHM2605,,CW VHM/VPBANKS/C/EU/6M/CASH/25-02,HOSE,cw
CVPB2606,,CW VPB/9M/SSI/C/EU/Cash-21,HOSE,cw
CFPT2608,,CW FPT/9M/SSI/C/EU/Cash-21,HOSE,cw
CMBB2522,,CW MBB/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CVIC2513,,CW VIC.KIS.M.CA.T.40,HOSE,cw
CVIB2513,,CW VIB.VND.M.CA.T.2025.2,HOSE,cw
CVRE2519,,CW VRE.KIS.M.CA.T.42,HOSE,cw
CACB2602,,CW ACB/TCBS/C/EU/9M/CASH/02,HOSE,cw
CFPT2606,,CW FPT/VPBANKS/C/EU/9M/CASH/25-02,HOSE,cw
CFPT2517,,CW FPT/12M/SSI/C/EU/Cash-20,HOSE,cw
CMSN2518,,CW MSN.KIS.M.CA.T.39,HOSE,cw
CMWG2519,,CW MWG/MBS/C/EU/CASH/9M/25-01,HOSE,cw
CMBB2604,,CW MBB/ACBS/Call/EU/Cash/10M/88,HOSE,cw
CVRE2524,,CW VRE.KIS.M.CA.T.45,HOSE,cw
CVHM2516,,CW VHM/12M/SSI/C/EU/Cash-20,HOSE,cw
CMBB2520,,CW MBB.VND.M.CA.T.2025.2,HOSE,cw
CSHB2603,,CW SHB/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CVPB2520,,CW VPB.KIS.M.CA.T.21,HOSE,cw
CSHB2605,,CW SHB.KIS.M.CA.T.21,HOSE,cw
CHPG2607,,CW HPG/9M/SSI/C/EU/Cash-21,HOSE,cw
CSTB2536,,CW STB/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CSTB2533,,CW STB.VND.M.CA.T.2025.3,HOSE,cw
CVPB2601,,CW VPB/TCBS/C/EU/6M/CASH/02,HOSE,cw
CSHB2515,,CW SHB/VIETCAP/M/Au/T/A1,HOSE,cw
CHPG2601,,CW HPG/TCBS/C/EU/6M/CASH/02,HOSE,cw
CMBB2523,,CW MBB/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CMSN2603,,CW MSN/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CVPB2512,,CW VPB-HSC-MET18,HOSE,cw
CVHM2606,,CW VHM/6M/SSI/C/EU/Cash-21,HOSE,cw
CMSN2520,,CW MSN.KIS.M.CA.T.40,HOSE,cw
CVNM2601,,CW VNM/LPBS/Call/EU/Cash/12M-24,HOSE,cw
CVJC2506,,CW VJC.KIS.M.CA.T.23,HOSE,cw
CMWG2517,,CW MWG.04.PHS.C.EU.Cash,HOSE,cw
CLPB2602,,CW LPB/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CVNM2511,,CW VNM/ACBS/Call/EU/Cash/12M/78,HOSE,cw
CHPG2532,,CW HPG.09.PHS.C.EU.Cash,HOSE,cw
CHPG2612,,CW HPG.KIS.M.CA.T.54,HOSE,cw
CSHB2601,,CW SHB/LPBS/Call/EU/Cash/6M/25,HOSE,cw
CVJC2507,,CW VJC/VIETCAP/M/Au/T/A2,HOSE,cw
CVPB2504,,CW VPB/BSC/C/15M/EU/Cash/2024-01,HOSE,cw
CVPB2604,,CW VPB/LPBS/Call/EU/Cash/6M/11,HOSE,cw
CVHM2524,,CW VHM/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CTCB2517,,CW TCB.KIS.M.CA.T.06,HOSE,cw
CVIC2511,,CW VIC.KIS.M.CA.T.37,HOSE,cw
CVPB2602,,CW VPB/TCBS/C/EU/9M/CASH/02,HOSE,cw
CHPG2609,,CW HPG-HSC-MET18,HOSE,cw
CACB2516,,CW ACB/12M/KAFI/C/EU/CASH/2501,HOSE,cw
CVNM2519,,CW VNM.KIS.M.CA.T.36,HOSE,cw
CFPT2512,,CW FPT-HSC-MET18,HOSE,cw
CVIB2602,,CW VIB/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CMSN2516,,CW MSN/12M/SSI/C/EU/Cash-20,HOSE,cw
CMBB2606,,CW MBB/VPBANKS/C/EU/9M/CASH/25-02,HOSE,cw
CHPG2524,,CW HPG/12M/SSI/C/EU/Cash-20,HOSE,cw
CVPB2528,,CW VPB.VND.M.CA.T.2025.2,HOSE,cw
CFPT2518,,CW FPT/15M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2527,,CW HPG.KIS.M.CA.T.51,HOSE,cw
CVIC2514,,CW VIC.KIS.M.CA.T.41,HOSE,cw
CMWG2524,,CW MWG.VND.M.CA.T.2025.2,HOSE,cw
CVRE2527,,CW VRE/VIETCAP/M/Au/T/A5,HOSE,cw
CVPB2521,,CW VPB.03.PHS.C.EU.Cash,HOSE,cw
CSTB2530,,CW STB/0225/C/EU/Cash/MSVN,HOSE,cw
CACB2511,,CW ACB/15M/SSI/C/EU/Cash-20,HOSE,cw
CHDB2510,,CW HDB/VIETCAP/M/Au/T/A3,HOSE,cw
CSTB2524,,CW STB.03.PHS.C.EU.Cash,HOSE,cw
CVPB2527,,CW VPB.VND.M.CA.T.2025.1,HOSE,cw
CVHM2525,,CW VHM/VIETCAP/M/Au/T/A5,HOSE,cw
CACB2517,,CW ACB/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CMBB2605,,CW MBB/LPBS/Call/EU/Cash/12M/04,HOSE,cw
CTPB2511,,CW TPB/VIETCAP/M/Au/T/A4,HOSE,cw
CSTB2537,,CW STB/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CMWG2522,,CW MWG/0225/C/EU/Cash/MSVN,HOSE,cw
CHPG2530,,CW HPG.05.PHS.C.EU.Cash,HOSE,cw
CTCB2523,,CW TCB/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CTCB2603,,CW TCB/VPBANKS/C/EU/9M/CASH/25-02,HOSE,cw
CVIB2603,,CW VIB/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CMBB2608,,CW MBB/6M/SSI/C/EU/Cash-21,HOSE,cw
CSTB2523,,CW STB.KIS.M.CA.T.49,HOSE,cw
CTPB2510,,CW TPB.KIS.M.CA.T.13,HOSE,cw
CMSN2602,,CW MSN/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CACB2510,,CW ACB/12M/SSI/C/EU/Cash-20,HOSE,cw
CHDB2508,,CW HDB.VND.M.CA.T.2025.2,HOSE,cw
CMBB2602,,CW MBB/TCBS/C/EU/9M/CASH/02,HOSE,cw
CSTB2606,,CW STB-HSC-MET16,HOSE,cw
CFPT2528,,CW FPT.VND.M.CA.T.2025.2,HOSE,cw
CVIB2504,,CW VIB/ACBS/Call/EU/Cash/12M/77,HOSE,cw
CMBB2510,,CW MBB-HSC-MET19,HOSE,cw
CVPB2532,,CW VPB/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CSTB2605,,CW STB/LPBS/Call/EU/Cash/6M/05,HOSE,cw
CSTB2604,,CW STB/ACBS/Call/EU/Cash/10M/90,HOSE,cw
CVIB2514,,CW VIB/VIETCAP/M/Au/T/A4,HOSE,cw
CSHB2602,,CW SHB/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CMBB2603,,CW MBB/TCBS/C/EU/12M/CASH/02,HOSE,cw
CVHM2512,,CW VHM/ACBS/Call/EU/Cash/12M/76,HOSE,cw
FUEVN100,Quỹ ETF VINACAPITAL VN100,VN100 ETF,HOSE,fund
FUEFCV50,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,FPT CAPITAL VNX50 ETF,HOSE,fund
FUETPVND,Chứng chỉ quỹ ETF VFCVN DIAMOND,ETF VFCVN DIAMOND,HOSE,fund
E1VFVN30,Quỹ ETF DCVFMVN30,DCVFMVN30 ETF,HOSE,fund
FUESSV30,Quỹ ETF SSIAM VN30,SSIAM VN30 ETF,HOSE,fund
FUEMAV30,Quỹ ETF MAFM VN30,MAFM VN30 ETF,HOSE,fund
FUCVREIT,Quỹ đầu tư Bất động sản Techcom Việt Nam,Techcom Vietnam REIT Fund,HOSE,fund
FUEBFVND,Chứng chỉ Quỹ ETF BVFVN DIAMOND,VN DIAMOND BVF Exchange Traded Fund,HOSE,fund
FUEMAVND,Chứng chỉ Quỹ ETF MAFM VNDIAMOND,MAFM VNDIAMOND ETF,HOSE,fund
FUEIP100,Chứng chỉ Quỹ ETF IPAAM VN100,IPAAM VN100,HOSE,fund
FUEKIV30,Chứng chỉ Quỹ ETF KIM GROWTH VN30,KIM GROWTH VN30 ETF,HOSE,fund
FUCTVGF3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Thien Viet Growth Fund 3 – TVGF3,HOSE,fund
FUESSV50,Quỹ ETF SSIAM VNX50,SSIAM VNX50 ETF,HOSE,fund
FUEDCMID,Chứng chỉ Quỹ ETF DCVFMVNMIDCAP,DCVFMVNMIDCAP ETF,HOSE,fund
FUEABVND,Chứng chỉ Quỹ ETF ABFVN DIAMOND,ETF ABFVN DIAMOND,HOSE,fund
FUCTVGF5,Quỹ đầu tư tăng trưởng Thiên Việt 5,Thien Viet Growth Fund 5,HOSE,fund
FUEKIVND,Chứng chỉ Quỹ ETF KIM GROWTH VN DIAMOND,ETF KIM GROWTH VN DIAMOND,HOSE,fund
FUETCC50,Chứng chỉ Quỹ ETF TECHCOM CAPITAL VNX50,ETF TECHCOM CAPITAL VNX50,HOSE,fund
FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,ETF SSIAM VNFIN LEAD,HOSE,fund
FUEKIVFS,Chứng chỉ Quỹ ETF Kim Growth VNFINSELECT,KIM GROWTH VNFINSELECT ETF,HOSE,fund
FUCTVGF4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Thien Viet Growth Fund 4 – TVGF4,HOSE,fund
FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,DRAGON CAPITAL VIETFUND MANAGEMENT,HOSE,fund
41I2G6000,,,XHNF,future
41B5G9000,,,XHNF,future
41I1G9000,,,XHNF,future
41I2G9000,,,XHNF,future
41I1G6000,,,XHNF,future
41I2G5000,,,XHNF,future
41B5GC000,,,XHNF,future
41I1G4000,,,XHNF,future
41I2G4000,,,XHNF,future
41BAGC000,,,XHNF,future
41I1G5000,,,XHNF,future
41BAG6000,,,XHNF,future
41BAG9000,,,XHNF,future
41B5G6000,,,XHNF,future
VAB125020,,,HNX,bond
BAB124024,,,HNX,bond
HDB124018,,,HNX,bond
CTG125013,,,HNX,bond
NPM123023,,,HNX,bond
HDB125011,,,HNX,bond
CII425021,,,HNX,bond
SHB125010,,,HNX,bond
VBA124019,,,HNX,bond
BVB124020,,,HNX,bond
BID122005,,,HNX,bond
MML121021,,,HNX,bond
LPB122013,,,HNX,bond
BAF126003,,,HNX,bond
BAB124025,,,HNX,bond
SBT425026,,,HNX,bond
NPM123024,,,HNX,bond
CTG123033,,,HNX,bond
BAB124016,,,HNX,bond
VHM121025,,,HNX,bond
HDB125012,,,HNX,bond
BAB125022,,,HNX,bond
CTG123018,,,HNX,bond
VND125032,,,HNX,bond
NVL122001,,,HNX,bond
TNG122017,,,HNX,bond
VND125033,,,HNX,bond
CII424002,,,HNX,bond
BVB125003,,,HNX,bond
LPB125007,,,HNX,bond
BAB124026,,,HNX,bond
CTG125014,,,HNX,bond
BAB124015,,,HNX,bond
LPB122011,,,HNX,bond
CTG125001,,,HNX,bond
CMX123035,,,HNX,bond
CTG123034,,,HNX,bond
BAB123032,,,HNX,bond
NPM123022,,,HNX,bond
CTG121031,,,HNX,bond
MSN123009,,,HNX,bond
CTG125002,,,HNX,bond
VCK125005,,,HNX,bond
VBB123017,,,HNX,bond
LPB125006,,,HNX,bond
KLB125015,,,HNX,bond
HDB125025,,,HNX,bond
VIC124005,,,HNX,bond
BID123004,,,HNX,bond
DSE125004,,,HNX,bond
NPM123021,,,HNX,bond
BCG122006,,,HNX,bond
HDB124023,,,HNX,bond
HDB125024,,,HNX,bond
VIC123029,,,HNX,bond
KLB125016,,,HNX,bond
HDC425001,,,HNX,bond
VPI124001,,,HNX,bond
CVT122009,,,HNX,bond
VAB125029,,,HNX,bond
VAB125034,,,HNX,bond
LPB121036,,,HNX,bond
DSE125018,,,HNX,bond
KLB125031,,,HNX,bond
SHB125017,,,HNX,bond
CTG123019,,,HNX,bond
BAF123020,,,HNX,bond
LPB125028,,,HNX,bond
CII124021,,,HNX,bond
MSN123014,,,HNX,bond
MSN123008,,,HNX,bond
LPB123016,,,HNX,bond
VIC124003,,,HNX,bond
VBA125019,,,HNX,bond
LPB123009,,,HNX,bond
LPB125027,,,HNX,bond
VBA123036,,,HNX,bond
VBA121033,,,HNX,bond
KLB124009,,,HNX,bond
F88126002,,,HNX,bond
VBB124007,,,HNX,bond
MSN123010,,,HNX,bond
BAB125023,,,HNX,bond
TDP124010,,,HNX,bond
TNG124027,,,HNX,bond
