symbol,organ_name,en_organ_name,exchange,type
PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,PetroVietnam - Nghe An Investment & Trading Joint Stock Company,UPCOM,stock
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company ,HOSE,stock
APH,CTCP Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,HOSE,stock
CTB,CTCP Chế tạo Bơm Hải Dương,Hai Duong Pump Manufacturing Joint Stock Company,HNX,stock
BLT,CTCP Lương thực Bình Định,Binh Dinh Food Joint Stock Company,UPCOM,stock
VNZ,CTCP Tập đoàn VNG ,VNG Group Joint Stock Company,UPCOM,stock
TVC,CTCP Tập đoàn Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,HNX,stock
IDV,CTCP Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development Joint Stock Company,HNX,stock
USC,CTCP Khảo sát và Xây dựng -USCO,Union of Survey And Construction Joint Stock Company,UPCOM,stock
PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,Central PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,HOSE,stock
HPA,CTCP Phát triển Nông nghiệp Hòa Phát,Hoa Phat Agriculture Development Joint Stock Company,HOSE,stock
SB1,CTCP Bia Sài Gòn - Nghệ Tĩnh,SaiGon - NgheTinh Beer Joint Stock Company,UPCOM,stock
DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,Dong Nai Water Supply Construction and Services Joint - Stock Company,UPCOM,stock
QNP,CTCP Cảng Quy Nhơn,Quy Nhon Port Joint Stock Company,HOSE,stock
AIG,CTCP Nguyên liệu Á Châu AIG,AIG Asia Ingredients Corporation,UPCOM,stock
TNC,CTCP Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,HOSE,stock
PTI,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,HNX,stock
GEE,CTCP Điện lực Gelex,Gelex Electricity Joint Stock Company,HOSE,stock
ICI,CTCP Đầu tư và Xây dựng Công nghiệp,Industrial Construction and Investment Joint Stock Company,UPCOM,stock
ADP,CTCP Sơn Á Đông,A Dong Paint Stock Company,HOSE,stock
TTT,CTCP Du lịch - Thương mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,HNX,stock
CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,Cuong Thuan IDICO Development Investment Corporation,HOSE,stock
XPH,CTCP Xà phòng Hà Nội,Ha Noi Soap Joint Stock Company,UPCOM,stock
LG9,CTCP Cơ giới và Xây lắp Số 9,Mechanized Construction and Installation Joint Stock Company No9,UPCOM,stock
CMC,CTCP Đầu tư CMC,CMC Investment Joint Stock Company,HNX,stock
VNA,CTCP Vận tải Biển Vinaship,Vinaship Joint Stock Company,UPCOM,stock
STW,CTCP Cấp nước Sóc Trăng,Soc Trang Water Supply Joint Stock Company,UPCOM,stock
PJS,CTCP Cấp nước Phú Hòa Tân,Phu Hoa Tan Water Supply Joint Stock Company,UPCOM,stock
KHG,CTCP Tập đoàn Khải Hoàn Land,Khai Hoan Land Group Joint Stock Company,HOSE,stock
NSL,CTCP Cấp nước Sơn La,Son La Water Supply Joint Stock Company,UPCOM,stock
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Petec Trading and Investment Corporation,UPCOM,stock
PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,PetroVietnam Drilling & Well Services Corporation,HOSE,stock
BSP,CTCP Bia Sài Gòn - Phú Thọ,SAIGON - PHUTHO Beer JSC,UPCOM,stock
AVG,CTCP Phân bón Quốc tế Âu Việt,Europe Vietnam International Fertilizer Joint Stock Company,UPCOM,stock
DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Danang Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,stock
VLW,CTCP Cấp nước Vĩnh Long,Vinh Long Water Supply Joint Stock Company ,UPCOM,stock
HAG,CTCP Hoàng Anh Gia Lai,Hoang Anh Gia Lai Joint Stock Company,HOSE,stock
HTT,CTCP Thương mại Hà Tây,Ha Tay Trading Joint Stock Company,UPCOM,stock
CMN,CTCP Lương thực Thực phẩm Colusa - Miliket,Colusa - Miliket Foodstuff Joint Stock Company,UPCOM,stock
FGL,CTCP Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,UPCOM,stock
SLS,CTCP Mía Đường Sơn La,Son La Sugar Joint Stock Company,HNX,stock
BEL,CTCP Điện tử Biên Hòa,Viettronics Bien Hoa Joint Stock Company,UPCOM,stock
DGT,CTCP Công trình Giao thông Đồng Nai,DONA Transportation Construction Joint Stock Company,UPCOM,stock
CHS,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Ho Chi Minh City Public Lighting Joint Stock Company,UPCOM,stock
APG,CTCP Chứng khoán APG,APG Securities Joint Stock Company,HOSE,stock
D11,CTCP Địa ốc 11,Real Estate 11 Joint Stock Company,HNX,stock
SSC,CTCP Giống cây trồng Miền Nam,Southern Seed Corporation,HOSE,stock
HPX,CTCP Đầu tư Hải Phát,Hai Phat Investment Joint Stock Company,HOSE,stock
ASM,CTCP Tập đoàn Sao Mai,Sao Mai Group Corporation,HOSE,stock
TVH,CTCP Tư vấn Xây dựng công trình Hàng hải,Construction Consultation Joint Stock Company for Maritime Building,UPCOM,stock
VTV,CTCP Năng lượng và Môi trường VICEM,VICEM Energy And Environment Joint Stock Company,HNX,stock
ISH,CTCP Thủy điện Srok Phu Miêng IDICO,IDICO Srok Phu Mieng Hydropower Joint Stock Company,UPCOM,stock
VCC,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,HNX,stock
TIN,Công Ty Tài chính tổng hợp cổ phần Tín Việt,VietCredit General Finance Joint Stock Company,UPCOM,stock
SCI,CTCP SCI E&C,SCI E&C Joint Stock Company,HNX,stock
UXC,CTCP Chế biến Thủy sản Út Xi,UtXi Aquatic Products Processing Corporation,UPCOM,stock
HAH,CTCP Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HOSE,stock
MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Vung Tau Environment Services and Urban Project Joint Stock Company,UPCOM,stock
L35,CTCP Cơ khí Lắp máy Lilama,Lilama Erection Mechanical Joint Stock Company,UPCOM,stock
VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,Vietnam National Reinsurance Corporation,HNX,stock
VGT,Tập đoàn Dệt May Việt Nam,Vietnam National Textile and Garment Group,UPCOM,stock
PCM,CTCP Vật liệu Xây dựng Bưu điện,Post and Telecommunications Construction Material Joint Stock Company,UPCOM,stock
PVM,CTCP Máy - Thiết bị Dầu khí,PetroVietnam Machinery-Technology Joint Stock Company,UPCOM,stock
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,SaiGon Telecommunication & Technologies Corporation,HOSE,stock
BMJ,CTCP Khoáng sản Miền Đông AHP,Easterns AHP Minerals Joint Stock Company,UPCOM,stock
COM,CTCP Vật tư - Xăng Dầu,Materials - Petroleum Joint Stock Company,HOSE,stock
DTK,Tổng Công ty Điện lực TKV - CTCP,Vinacomin - Power Holding Corporation,HNX,stock
API,CTCP Đầu tư Châu Á - Thái Bình Dương,Asia - Pacific Investment Joint Stock Company,HNX,stock
FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,Ha Noi Food Import - Export Joint Stock Company,UPCOM,stock
LHG,CTCP Long Hậu,Long Hau Corporation,HOSE,stock
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,Taya (Vietnam) Electric Wire and Cable Joint Stock Company,HOSE,stock
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,Viet Nam Engine and Agricultural Machinery Corporation,UPCOM,stock
KLB,Ngân hàng TMCP Kiên Long,Kien Long Commercial Joint Stock Bank,HOSE,stock
HAC,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,UPCOM,stock
TCI,CTCP Chứng khoán Thành Công,ThanhCong Securities Company,HOSE,stock
MRF,CTCP Merufa,MERUFA Joint Stock Company,UPCOM,stock
PMP,CTCP Bao bì đạm Phú Mỹ,Dam Phu My Packaging Joint Stock Company,HNX,stock
DQC,CTCP Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,HOSE,stock
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Thu Duc Trading and Import Export Joint Stock Company,HNX,stock
S12,CTCP Sông Đà 12,Song Da No 12 Joint Stock Company,UPCOM,stock
PCG,CTCP Đầu tư Phát triển Gas Đô thị,PetroVietnam Gas City Investment and Development Joint Stock Company,UPCOM,stock
PTO,CTCP Dịch vụ - Xây dựng Công trình Bưu Điện,Post And Telecommunication Services Construction Work Joint Stock Company,UPCOM,stock
SGP,CTCP Cảng Sài Gòn,Saigon Port Joint Stock Company,UPCOM,stock
ITA,CTCP Đầu tư và Công nghiệp Tân Tạo,Tan Tao Investment and Industry Corporation,UPCOM,stock
MKV,CTCP Dược thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical Joint Stock Company,HNX,stock
TJC,CTCP Dịch vụ Vận tải và Thương mại,Transportation and Trading Services Joint Stock Company,HNX,stock
TCJ,CTCP Tô Châu,To Chau Joint Stock Company,UPCOM,stock
HLT,CTCP Dệt may Hoàng Thị Loan,Hoang Thi Loan Textile & Garment Joint Stock Company,UPCOM,stock
PLA,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,Petroleum Logistic Service and Investment Joint Stock Company,UPCOM,stock
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,Viet Nam Rubber Group - Joint Stock Company,HOSE,stock
DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,Da Nang Education Development and Investment Joint Stock Company,HNX,stock
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Viet Nam Construction And Import - Export Joint Stock Corporation,HOSE,stock
HLA,CTCP Hữu Liên Á Châu,Asia Huu Lien Joint Stock Company,UPCOM,stock
WCS,CTCP Bến xe Miền Tây,West Coach Station Joint Stock Company,HNX,stock
LAF,CTCP Chế biến hàng Xuất khẩu Long An,Long An Food Processing Export Joint Stock Company,HOSE,stock
VPL,CTCP Vinpearl,Vinpearl Joint Stock Company,HOSE,stock
BIG,CTCP Đầu tư Big Group Holdings,Big Group Holdings Investment Joint Stock Company,UPCOM,stock
ACG,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,HOSE,stock
SBS,CTCP Chứng khoán SBS,SBS Securities Joint Stock Company,UPCOM,stock
DDV,CTCP DAP - VINACHEM,DAP - VINACHEM Joint Stock Company,UPCOM,stock
IHK,CTCP In Hàng Không,Aviation Printing Joint Stock Company,UPCOM,stock
VPX,CTCP Chứng khoán VPBank,VPBank Securities Joint Stock Company,HOSE,stock
VIH,CTCP Viglacera Hà Nội,Viglacera Ha Noi Joint Stock Company,UPCOM,stock
THN,CTCP Cấp nước Thanh Hóa,Thanh Hoa Water Supply Joint Stock Company,UPCOM,stock
HFX,CTCP Sản xuất - Xuất nhập khẩu Thanh Hà,Thanh Ha Production and Import - Export Joint Stock Company,UPCOM,stock
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Vietnam National Seed Group Joint Stock Company,HOSE,stock
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,Airports Corporation of Vietnam,UPCOM,stock
S74,CTCP Sông Đà 7.04,Song Da 7.04 Joint Stock Company,UPCOM,stock
PRE,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation,HNX,stock
VTB,CTCP Viettronics Tân Bình,Viettronics Tan Binh Joint Stock Company,HOSE,stock
LPT,CTCP Thương mại và Sản xuất Lập Phương Thành,Lap Phuong Thanh Production And Trading Joint Stock Company,UPCOM,stock
LNC,CTCP Lệ Ninh,Le Ninh Joint Stock Company,UPCOM,stock
VCI,CTCP Chứng khoán Vietcap,Vietcap Securities Joint Stock Company,HOSE,stock
SMC,CTCP Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,HOSE,stock
CHC,CTCP Cẩm Hà,Camha Joint Stock Company,UPCOM,stock
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,EVF General Finance Joint Stock Company,HOSE,stock
CTD,CTCP Xây dựng Coteccons,Coteccons Construction Joint Stock Company,HOSE,stock
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,VietNam Hydraulic Engineering Consultants Corporation - JSC,UPCOM,stock
MNB,Tổng Công ty May Nhà Bè - CTCP,Nha Be Garment Corporation - Joint Stock Company,UPCOM,stock
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company,HNX,stock
NO1,CTCP Tập đoàn 911,911 Group Joint Stock Company,HOSE,stock
PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,Prosperity and Growth Commercial Joint Stock Bank,UPCOM,stock
DTT,CTCP Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,HOSE,stock
WSB,CTCP Bia Sài Gòn - Miền Tây,Western - Sai Gon Beer Joint Stock Company,UPCOM,stock
SGI,CTCP Đầu tư SGI Holdings,SGI Holdings Investment Joint Stock Company,UPCOM,stock
NUE,CTCP Môi trường Đô thị Nha Trang,NHA TRANG URBAN ENVIRONMENTAL JOINT STOCK COMPANY,UPCOM,stock
ITC,CTCP Đầu tư và Kinh doanh Nhà,Investment and Trading of Real Estate Joint stock Company,HOSE,stock
HHP,CTCP HHP Global,HHP Global Joint Stock Company,HOSE,stock
PVB,CTCP Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company,HNX,stock
BWE,CTCP - Tổng công ty nước - môi trường Bình Dương,Binh Duong Water - Environment Corporation - Joint Stock Company,HOSE,stock
KST,CTCP KASATI,Kasati Joint Stock Company,HNX,stock
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Joint Stock Commercial Bank for Investment and Development of Vietnam,HOSE,stock
CK8,CTCP Cơ khí 120,120 Mechanical Joint Stock Company,UPCOM,stock
NST,CTCP Ngân Sơn,Ngan Son Joint Stock Company,HNX,stock
NAB,Ngân hàng TMCP Nam Á,Nam A Commercial Joint Stock Bank,HOSE,stock
BMC,CTCP Khoáng sản Bình Định,Binh Dinh Minerals Joint Stock Company,HOSE,stock
SZB,CTCP Sonadezi Long Bình,Sonadezi Long Binh Share Holding Company,HNX,stock
DHM,CTCP Thương mại và Khai thác Khoáng sản Dương Hiếu,Duong Hieu Trading and Mining Joint Stock Company,HOSE,stock
VRG,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Viet Nam Rubber Industrial Zone and Urban Development Joint Stock Company,UPCOM,stock
CFM,CTCP Đầu tư CFM,CFM Investment Joint Stock Company,UPCOM,stock
HPG,CTCP Tập đoàn Hòa Phát,Hoa Phat Group Joint Stock Company,HOSE,stock
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Dong Nai Material & Building Investment Joint - Stock Company,UPCOM,stock
VPW,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,Vinhphuc No1 Water Supply and Drainage Joint Stock Company,UPCOM,stock
PGT,CTCP PGT Holdings,PGT Holdings Joint Stock Company,HNX,stock
VCP,CTCP Xây Dựng Và Năng Lượng VCP,VCP Power & Construction Joint Stock Company,UPCOM,stock
IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,I.D.I International Development and Investment Corporation,HOSE,stock
HPI,CTCP Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,UPCOM,stock
DTG,CTCP Dược phẩm Tipharco,Tipharco Pharmaceutical Joint Stock Company,HNX,stock
SJG,Tổng Công ty Sông Đà - CTCP,Song Da Corporation - JSC,UPCOM,stock
GGG,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,UPCOM,stock
DAC,CTCP 382 Đông Anh,382 Dong Anh Joint Stock Company,UPCOM,stock
MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Quang Nam Mineral Industry Corporation,HNX,stock
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company,HNX,stock
APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,SaiGon Aquatic Products Trading Joint Stock Company,UPCOM,stock
HHC,CTCP Bánh kẹo Hải Hà ,Haiha Confectionery Joint Stock Company,HNX,stock
VMA,CTCP Công nghiệp Ô tô - Vinacomin,Vinacomin - Motor Industry Joint Stock Company,UPCOM,stock
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services Joint Stock Company,HOSE,stock
PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock
V21,CTCP Vinaconex 21,Vinaconex 21 Joint Stock Company,HNX,stock
DNW,CTCP Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,UPCOM,stock
TTL,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,HNX,stock
DVG,CTCP Đại Việt Group DVG,Dai Viet DVG Group Joint Stock Company,UPCOM,stock
KTT,CTCP Tập đoàn Đầu tư KTT,KTT Investment Group Joint Stock Company,UPCOM,stock
SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,Vietnam Seaproducts Joint Stock Corporation,UPCOM,stock
LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,Erection - Electromechanics Testing Joint Stock Company,HNX,stock
VHG,CTCP Đầu tư Phát triển Việt Trung Nam,Viet Trung Nam Investment and Development Joint Stock Company,UPCOM,stock
DHP,CTCP Điện cơ Hải Phòng,Hai Phong Electrical Mechanical Joint Stock Company,HNX,stock
HTL,CTCP Kỹ thuật và Ô tô Trường Long,Truong Long Engineering and Auto Joint Stock Company,HOSE,stock
YEG,CTCP Tập đoàn Yeah1,Yeah1 Group Corporation,HOSE,stock
DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,Lang Son Tourism and Import - Export Joint Stock Company,UPCOM,stock
L14,CTCP Licogi 14,Licogi 14 Joint Stock Company,HNX,stock
PV2,CTCP Đầu tư PV2,PV2 Investment Joint Stock Company,HNX,stock
CBS,CTCP Mía Đường Cao Bằng,Cao Bang Sugar Joint Stock Company,UPCOM,stock
ADC,CTCP Mỹ thuật và Truyền thông,Art Design and Communication Joint Stock Company,HNX,stock
CCI,CTCP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Cu Chi Commercial & Industrial Developing Investment JSC,HOSE,stock
L18,CTCP Đầu tư và Xây dựng Số 18,Construction and Investment Joint Stock Company No 18,HNX,stock
VJC,CTCP Hàng không Vietjet,Vietjet Aviation Joint Stock Company,HOSE,stock
LM3,CTCP Lilama 3,Lilama 3 Joint Stock Company,UPCOM,stock
HTE,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Ho Chi Minh City Electric Power Trading Investment Corporation,UPCOM,stock
TDM,CTCP Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,HOSE,stock
TNI,CTCP Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,HOSE,stock
VCA,CTCP Thép VICASA ,VICASA Joint Stock Company,HOSE,stock
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,HOSE,stock
AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,Tien Son Thanh Hoa Group Joint Stock Company,HOSE,stock
SFN,CTCP Dệt lưới Sài Gòn,Sai Gon Fishing Net Joint Stock Company,HNX,stock
STT,CTCP Vận chuyển Sài Gòn Tourist,Saigontourist Transport Corporation,UPCOM,stock
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,HNX,stock
PMT,CTCP Viễn thông TELVINA Việt Nam,TELVINA Vietnam Communication Joint Stock Company,UPCOM,stock
DRI,CTCP Đầu tư Cao su Đắk Lắk,DakLak Rubber Investment Joint Stock Company,UPCOM,stock
VST,CTCP Vận tải và Thuê tàu biển Việt Nam,Vietnam Sea Transport and Chartering Joint Stock Company,UPCOM,stock
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Construction Investment Joint Stock Company,HOSE,stock
VIT,CTCP Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,HNX,stock
DDB,CTCP Thương mại và Xây dựng Đông Dương,Dong Duong Construction and Trading Joint Stock Company,UPCOM,stock
VMD,CTCP Y Dược phẩm Vimedimex,Vimedimex Medi - Pharma Joint Stock Company,HOSE,stock
DSN,CTCP Công viên nước Đầm Sen,Dam Sen Water Park Corporation,HOSE,stock
VTA,CTCP Vitaly,Vitaly Joint Stock Company,UPCOM,stock
JVC,CTCP Đầu tư Y tế - Dược phẩm Việt Nam,Vitenam Medical And Pharmaceutical Investment Joint Stock Company,HOSE,stock
GSM,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stock Company,UPCOM,stock
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,HOSE,stock
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company,HNX,stock
TR1,CTCP Vận Tải 1 Traco,Traco Transport Joint Stock Corporation No.1,UPCOM,stock
GEG,CTCP Điện Gia Lai,Gia Lai Electricity Joint Stock Company,HOSE,stock
TTZ,CTCP Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction and Technology Joint Stock Company,UPCOM,stock
CNN,"CTCP Tư vấn Công nghệ, Thiết bị và Kiểm Định Xây dựng - Coninco",Consultant And Inspection Joint Stock Company Of Construction Technology And Equipment,UPCOM,stock
DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,Hai Phong Waterway Traffic Assurance Joint Stock Company,UPCOM,stock
VE4,CTCP Xây dựng Điện VNECO4,VNECO4 Electricity Construction Joint Stock Company,HNX,stock
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,Royal Manufacture and Investment Joint Stock Company,HOSE,stock
MBN,CTCP Môi trường và Công trình đô thị Bắc Ninh,Bac Ninh Urban Environment and Public Works Joint Stock Company,UPCOM,stock
PHR,CTCP Cao su Phước Hòa,Phuoc Hoa Rubber Joint Stock Company,HOSE,stock
CMV,CTCP Thương nghiệp Cà Mau,Ca Mau Trading Joint Stock Company,HOSE,stock
TOW,CTCP Cấp nước Trà Nóc - Ô Môn,Tra Noc – O Mon Water Supply Joint Stock Company,UPCOM,stock
CTP,CTCP Tập đoàn CTP Group,CTP Group Corporation,HNX,stock
VTX,CTCP Vận tải Đa Phương Thức Vietranstimex,Vietranstimex MultiModal Transport Holding Company,UPCOM,stock
DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Da Nang Building Material VICCEM Joint Stock Company,HOSE,stock
SDD,CTCP Đầu tư và Xây lắp Sông Đà,Song Da Investment and Construction Joint Stock Company,UPCOM,stock
TH1,CTCP Xuất nhập khẩu Tổng hợp I Việt Nam,The Vietnam National General Export - Import Joint Stock Company No.1,UPCOM,stock
FMC,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company ,HOSE,stock
AAH,CTCP Hợp Nhất,Hop Nhat Joint Stock Company,UPCOM,stock
EMS,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,VN Post Express Joint Stock Corporation,UPCOM,stock
BHC,CTCP Bê tông Biên Hòa,Bienhoa Concrete Joint Stock Company,UPCOM,stock
SSI,CTCP Chứng khoán SSI,SSI Securities Corporation,HOSE,stock
SDV,CTCP Dịch vụ Sonadezi,Sonadezi Services Joint Stock Company,UPCOM,stock
S99,CTCP SCI,SCI Joint Stock Company,HNX,stock
LDW,CTCP Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Joint Stock Company,UPCOM,stock
SDC,CTCP Tư vấn Sông Đà,Song Da Consulting Joint Stock Company,HNX,stock
UPH,CTCP Dược phẩm TW 25,No 25 Central Pharmaceutical Joint Stock Company,UPCOM,stock
C22,CTCP 22,22 Joint Stock Company,UPCOM,stock
CKG,CTCP Tập đoàn CIC,CIC Group Joint Stock Company,HOSE,stock
NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Nirvana Health Vietnam Joint Stock Company,UPCOM,stock
SGB,Ngân hàng TMCP Sài Gòn Công Thương,Saigon Bank For Industry and Trade,UPCOM,stock
ABR,CTCP Đầu tư Nhãn hiệu Việt,Viet Brand Invest Joint Stock Company,HOSE,stock
FPT,CTCP FPT,FPT Corporation,HOSE,stock
DNM,Tổng Công ty cổ phần Y tế DANAMECO,Danameco Medical Joint Stock Corporation,UPCOM,stock
NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,HOSE,stock
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang Joint Stock Company,HOSE,stock
MSB,Ngân hàng TMCP Hàng hải Việt Nam,Vietnam Maritime Commercial Joint Stock Bank,HOSE,stock
AG1,CTCP 28.1,28.1 Joint Stock Company,UPCOM,stock
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Becamex Investment And Industrial Development Group,HOSE,stock
SJF,CTCP Đầu tư Sao Thái Dương,Sunstar Investment Joint Stock Company,UPCOM,stock
NQB,CTCP Cấp nước Quảng Bình,Quang Binh Water Supply Joint Stock Company,UPCOM,stock
NKG,CTCP Thép Nam Kim,Nam Kim Steel Joint Stock Company,HOSE,stock
HEP,CTCP Môi trường và Công trình Đô thị Huế,Hue Urban Environment And Public Works Joint Stock Company,UPCOM,stock
AAS,CTCP Chứng khoán SmartInvest ,SmartInvest Securities Joint Stock Company,UPCOM,stock
HNR,CTCP Rượu và Nước giải khát Hà Nội,Hanoi Liquor And Beverage Joint Stock Company,UPCOM,stock
ORS,CTCP Chứng khoán Tiên Phong,Tien Phong Securities Corporation,HOSE,stock
BSL,CTCP Bia Sài Gòn - Sông Lam,SaiGon-SongLam Beer Joint Stock Company,UPCOM,stock
VCF,CTCP Vinacafé Biên Hòa,Vinacafé Bien Hoa Joint Stock Company,HOSE,stock
DRG,CTCP Cao su Đắk Lắk,Dak Lak Rubber Joint Stock Company,UPCOM,stock
QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Quang Ngai Water Supply Sewerage and Construction Joint Stock Company,UPCOM,stock
ARM,CTCP Xuất nhập khẩu Hàng không,General Aviation Import Export Joint Stock Company,HNX,stock
TAN,CTCP Cà phê Thuận An,Thuan An Coffee Joint Stock Company,UPCOM,stock
PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,Petroleum Equipment Assembly and Metal Structure Joint Stock Company,UPCOM,stock
HSG,CTCP Tập đoàn Hoa Sen,Hoa Sen Group,HOSE,stock
BOT,CTCP BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,UPCOM,stock
NAF,CTCP Nafoods Group,Nafoods Group Joint Stock Company,HOSE,stock
ITS,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,"Vinacomin - Investment, Trading and Service Joint Stock Company",UPCOM,stock
DHD,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Materials Joint Stock Company,UPCOM,stock
HBC,CTCP Tập đoàn Xây dựng Hòa Bình,Hoa Binh Construction Group Joint Stock Company,UPCOM,stock
